image_fname,mask_fname,folder,image_id,event_name,sample_id,event_type,non_damaged_pixels,light_damaged_pixels,medium_damaged_pixels,destroyed_pixels,non_damaged_buildings,light_damaged_buildings,medium_damaged_buildings,destroyed_buildings,fold
train/images/hurricane-michael_00000327_pre_disaster.png,train/masks/hurricane-michael_00000327_pre_disaster.png,train,hurricane-michael_00000327_pre_disaster,hurricane-michael,327,pre,48017,0,0,0,54,0,0,0,4
train/images/santa-rosa-wildfire_00000328_pre_disaster.png,train/masks/santa-rosa-wildfire_00000328_pre_disaster.png,train,santa-rosa-wildfire_00000328_pre_disaster,santa-rosa-wildfire,328,pre,11531,0,0,0,6,0,0,0,0
train/images/socal-fire_00000328_pre_disaster.png,train/masks/socal-fire_00000328_pre_disaster.png,train,socal-fire_00000328_pre_disaster,socal-fire,328,pre,80301,0,0,0,27,0,0,0,3
train/images/hurricane-harvey_00000328_pre_disaster.png,train/masks/hurricane-harvey_00000328_pre_disaster.png,train,hurricane-harvey_00000328_pre_disaster,hurricane-harvey,328,pre,95716,0,0,0,42,0,0,0,1
train/images/santa-rosa-wildfire_00000329_pre_disaster.png,train/masks/santa-rosa-wildfire_00000329_pre_disaster.png,train,santa-rosa-wildfire_00000329_pre_disaster,santa-rosa-wildfire,329,pre,147363,0,0,0,68,0,0,0,0
train/images/socal-fire_00000329_pre_disaster.png,train/masks/socal-fire_00000329_pre_disaster.png,train,socal-fire_00000329_pre_disaster,socal-fire,329,pre,0,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000331_pre_disaster.png,train/masks/hurricane-harvey_00000331_pre_disaster.png,train,hurricane-harvey_00000331_pre_disaster,hurricane-harvey,331,pre,1649,0,0,0,6,0,0,0,0
train/images/midwest-flooding_00000332_pre_disaster.png,train/masks/midwest-flooding_00000332_pre_disaster.png,train,midwest-flooding_00000332_pre_disaster,midwest-flooding,332,pre,11840,0,0,0,4,0,0,0,4
train/images/midwest-flooding_00000333_pre_disaster.png,train/masks/midwest-flooding_00000333_pre_disaster.png,train,midwest-flooding_00000333_pre_disaster,midwest-flooding,333,pre,17744,0,0,0,8,0,0,0,1
train/images/midwest-flooding_00000334_pre_disaster.png,train/masks/midwest-flooding_00000334_pre_disaster.png,train,midwest-flooding_00000334_pre_disaster,midwest-flooding,334,pre,13770,0,0,0,13,0,0,0,3
train/images/midwest-flooding_00000335_pre_disaster.png,train/masks/midwest-flooding_00000335_pre_disaster.png,train,midwest-flooding_00000335_pre_disaster,midwest-flooding,335,pre,7400,0,0,0,12,0,0,0,2
train/images/midwest-flooding_00000336_pre_disaster.png,train/masks/midwest-flooding_00000336_pre_disaster.png,train,midwest-flooding_00000336_pre_disaster,midwest-flooding,336,pre,28511,0,0,0,32,0,0,0,0
train/images/santa-rosa-wildfire_00000336_pre_disaster.png,train/masks/santa-rosa-wildfire_00000336_pre_disaster.png,train,santa-rosa-wildfire_00000336_pre_disaster,santa-rosa-wildfire,336,pre,36576,0,0,0,12,0,0,0,3
train/images/hurricane-matthew_00000337_pre_disaster.png,train/masks/hurricane-matthew_00000337_pre_disaster.png,train,hurricane-matthew_00000337_pre_disaster,hurricane-matthew,337,pre,126,0,0,0,1,0,0,0,0
train/images/santa-rosa-wildfire_00000339_pre_disaster.png,train/masks/santa-rosa-wildfire_00000339_pre_disaster.png,train,santa-rosa-wildfire_00000339_pre_disaster,santa-rosa-wildfire,339,pre,2850,0,0,0,2,0,0,0,0
train/images/hurricane-harvey_00000339_pre_disaster.png,train/masks/hurricane-harvey_00000339_pre_disaster.png,train,hurricane-harvey_00000339_pre_disaster,hurricane-harvey,339,pre,3178,0,0,0,6,0,0,0,0
train/images/hurricane-matthew_00000340_pre_disaster.png,train/masks/hurricane-matthew_00000340_pre_disaster.png,train,hurricane-matthew_00000340_pre_disaster,hurricane-matthew,340,pre,1813,0,0,0,5,0,0,0,0
train/images/hurricane-harvey_00000340_pre_disaster.png,train/masks/hurricane-harvey_00000340_pre_disaster.png,train,hurricane-harvey_00000340_pre_disaster,hurricane-harvey,340,pre,152577,0,0,0,102,0,0,0,3
train/images/hurricane-harvey_00000341_pre_disaster.png,train/masks/hurricane-harvey_00000341_pre_disaster.png,train,hurricane-harvey_00000341_pre_disaster,hurricane-harvey,341,pre,1314,0,0,0,4,0,0,0,2
train/images/hurricane-florence_00000342_pre_disaster.png,train/masks/hurricane-florence_00000342_pre_disaster.png,train,hurricane-florence_00000342_pre_disaster,hurricane-florence,342,pre,4520,0,0,0,8,0,0,0,2
train/images/hurricane-harvey_00000342_pre_disaster.png,train/masks/hurricane-harvey_00000342_pre_disaster.png,train,hurricane-harvey_00000342_pre_disaster,hurricane-harvey,342,pre,129,0,0,0,2,0,0,0,3
train/images/hurricane-michael_00000342_pre_disaster.png,train/masks/hurricane-michael_00000342_pre_disaster.png,train,hurricane-michael_00000342_pre_disaster,hurricane-michael,342,pre,22623,0,0,0,17,0,0,0,1
train/images/santa-rosa-wildfire_00000343_pre_disaster.png,train/masks/santa-rosa-wildfire_00000343_pre_disaster.png,train,santa-rosa-wildfire_00000343_pre_disaster,santa-rosa-wildfire,343,pre,16585,0,0,0,18,0,0,0,2
train/images/hurricane-florence_00000343_pre_disaster.png,train/masks/hurricane-florence_00000343_pre_disaster.png,train,hurricane-florence_00000343_pre_disaster,hurricane-florence,343,pre,4228,0,0,0,6,0,0,0,3
train/images/midwest-flooding_00000344_pre_disaster.png,train/masks/midwest-flooding_00000344_pre_disaster.png,train,midwest-flooding_00000344_pre_disaster,midwest-flooding,344,pre,2467,0,0,0,3,0,0,0,0
train/images/hurricane-matthew_00000345_pre_disaster.png,train/masks/hurricane-matthew_00000345_pre_disaster.png,train,hurricane-matthew_00000345_pre_disaster,hurricane-matthew,345,pre,293440,0,0,0,412,0,0,0,1
train/images/hurricane-michael_00000346_pre_disaster.png,train/masks/hurricane-michael_00000346_pre_disaster.png,train,hurricane-michael_00000346_pre_disaster,hurricane-michael,346,pre,0,0,0,0,0,0,0,0,1
train/images/socal-fire_00000347_pre_disaster.png,train/masks/socal-fire_00000347_pre_disaster.png,train,socal-fire_00000347_pre_disaster,socal-fire,347,pre,0,0,0,0,0,0,0,0,1
train/images/hurricane-matthew_00000348_pre_disaster.png,train/masks/hurricane-matthew_00000348_pre_disaster.png,train,hurricane-matthew_00000348_pre_disaster,hurricane-matthew,348,pre,45734,0,0,0,86,0,0,0,4
train/images/hurricane-matthew_00000349_pre_disaster.png,train/masks/hurricane-matthew_00000349_pre_disaster.png,train,hurricane-matthew_00000349_pre_disaster,hurricane-matthew,349,pre,731,0,0,0,3,0,0,0,1
train/images/santa-rosa-wildfire_00000350_pre_disaster.png,train/masks/santa-rosa-wildfire_00000350_pre_disaster.png,train,santa-rosa-wildfire_00000350_pre_disaster,santa-rosa-wildfire,350,pre,830,0,0,0,4,0,0,0,2
train/images/socal-fire_00000351_pre_disaster.png,train/masks/socal-fire_00000351_pre_disaster.png,train,socal-fire_00000351_pre_disaster,socal-fire,351,pre,7266,0,0,0,6,0,0,0,4
train/images/hurricane-matthew_00000352_pre_disaster.png,train/masks/hurricane-matthew_00000352_pre_disaster.png,train,hurricane-matthew_00000352_pre_disaster,hurricane-matthew,352,pre,26296,0,0,0,75,0,0,0,0
train/images/hurricane-michael_00000352_pre_disaster.png,train/masks/hurricane-michael_00000352_pre_disaster.png,train,hurricane-michael_00000352_pre_disaster,hurricane-michael,352,pre,14605,0,0,0,21,0,0,0,2
train/images/hurricane-harvey_00000353_pre_disaster.png,train/masks/hurricane-harvey_00000353_pre_disaster.png,train,hurricane-harvey_00000353_pre_disaster,hurricane-harvey,353,pre,112072,0,0,0,85,0,0,0,2
train/images/midwest-flooding_00000354_pre_disaster.png,train/masks/midwest-flooding_00000354_pre_disaster.png,train,midwest-flooding_00000354_pre_disaster,midwest-flooding,354,pre,2055,0,0,0,4,0,0,0,0
train/images/hurricane-michael_00000354_pre_disaster.png,train/masks/hurricane-michael_00000354_pre_disaster.png,train,hurricane-michael_00000354_pre_disaster,hurricane-michael,354,pre,172567,0,0,0,122,0,0,0,4
train/images/santa-rosa-wildfire_00000354_pre_disaster.png,train/masks/santa-rosa-wildfire_00000354_pre_disaster.png,train,santa-rosa-wildfire_00000354_pre_disaster,santa-rosa-wildfire,354,pre,17883,0,0,0,17,0,0,0,2
train/images/hurricane-harvey_00000355_pre_disaster.png,train/masks/hurricane-harvey_00000355_pre_disaster.png,train,hurricane-harvey_00000355_pre_disaster,hurricane-harvey,355,pre,239977,0,0,0,133,0,0,0,2
train/images/socal-fire_00000356_pre_disaster.png,train/masks/socal-fire_00000356_pre_disaster.png,train,socal-fire_00000356_pre_disaster,socal-fire,356,pre,15528,0,0,0,18,0,0,0,4
train/images/hurricane-matthew_00000358_pre_disaster.png,train/masks/hurricane-matthew_00000358_pre_disaster.png,train,hurricane-matthew_00000358_pre_disaster,hurricane-matthew,358,pre,0,0,0,0,0,0,0,0,0
train/images/santa-rosa-wildfire_00000358_pre_disaster.png,train/masks/santa-rosa-wildfire_00000358_pre_disaster.png,train,santa-rosa-wildfire_00000358_pre_disaster,santa-rosa-wildfire,358,pre,43586,0,0,0,34,0,0,0,3
train/images/socal-fire_00000359_pre_disaster.png,train/masks/socal-fire_00000359_pre_disaster.png,train,socal-fire_00000359_pre_disaster,socal-fire,359,pre,0,0,0,0,0,0,0,0,4
train/images/santa-rosa-wildfire_00000359_pre_disaster.png,train/masks/santa-rosa-wildfire_00000359_pre_disaster.png,train,santa-rosa-wildfire_00000359_pre_disaster,santa-rosa-wildfire,359,pre,111195,0,0,0,52,0,0,0,2
train/images/hurricane-harvey_00000360_pre_disaster.png,train/masks/hurricane-harvey_00000360_pre_disaster.png,train,hurricane-harvey_00000360_pre_disaster,hurricane-harvey,360,pre,277862,0,0,0,171,0,0,0,0
train/images/santa-rosa-wildfire_00000360_pre_disaster.png,train/masks/santa-rosa-wildfire_00000360_pre_disaster.png,train,santa-rosa-wildfire_00000360_pre_disaster,santa-rosa-wildfire,360,pre,185713,0,0,0,138,0,0,0,4
train/images/midwest-flooding_00000361_pre_disaster.png,train/masks/midwest-flooding_00000361_pre_disaster.png,train,midwest-flooding_00000361_pre_disaster,midwest-flooding,361,pre,46449,0,0,0,52,0,0,0,3
train/images/hurricane-matthew_00000361_pre_disaster.png,train/masks/hurricane-matthew_00000361_pre_disaster.png,train,hurricane-matthew_00000361_pre_disaster,hurricane-matthew,361,pre,3382,0,0,0,18,0,0,0,4
train/images/midwest-flooding_00000362_pre_disaster.png,train/masks/midwest-flooding_00000362_pre_disaster.png,train,midwest-flooding_00000362_pre_disaster,midwest-flooding,362,pre,2983,0,0,0,4,0,0,0,0
train/images/hurricane-florence_00000363_pre_disaster.png,train/masks/hurricane-florence_00000363_pre_disaster.png,train,hurricane-florence_00000363_pre_disaster,hurricane-florence,363,pre,5659,0,0,0,5,0,0,0,4
train/images/midwest-flooding_00000363_pre_disaster.png,train/masks/midwest-flooding_00000363_pre_disaster.png,train,midwest-flooding_00000363_pre_disaster,midwest-flooding,363,pre,3793,0,0,0,1,0,0,0,1
train/images/hurricane-florence_00000364_pre_disaster.png,train/masks/hurricane-florence_00000364_pre_disaster.png,train,hurricane-florence_00000364_pre_disaster,hurricane-florence,364,pre,147483,0,0,0,66,0,0,0,4
train/images/santa-rosa-wildfire_00000364_pre_disaster.png,train/masks/santa-rosa-wildfire_00000364_pre_disaster.png,train,santa-rosa-wildfire_00000364_pre_disaster,santa-rosa-wildfire,364,pre,224316,0,0,0,154,0,0,0,2
train/images/hurricane-harvey_00000364_pre_disaster.png,train/masks/hurricane-harvey_00000364_pre_disaster.png,train,hurricane-harvey_00000364_pre_disaster,hurricane-harvey,364,pre,161661,0,0,0,133,0,0,0,0
train/images/midwest-flooding_00000365_pre_disaster.png,train/masks/midwest-flooding_00000365_pre_disaster.png,train,midwest-flooding_00000365_pre_disaster,midwest-flooding,365,pre,10401,0,0,0,14,0,0,0,0
train/images/santa-rosa-wildfire_00000366_pre_disaster.png,train/masks/santa-rosa-wildfire_00000366_pre_disaster.png,train,santa-rosa-wildfire_00000366_pre_disaster,santa-rosa-wildfire,366,pre,122416,0,0,0,69,0,0,0,0
train/images/hurricane-michael_00000366_pre_disaster.png,train/masks/hurricane-michael_00000366_pre_disaster.png,train,hurricane-michael_00000366_pre_disaster,hurricane-michael,366,pre,3597,0,0,0,1,0,0,0,2
train/images/socal-fire_00000366_pre_disaster.png,train/masks/socal-fire_00000366_pre_disaster.png,train,socal-fire_00000366_pre_disaster,socal-fire,366,pre,0,0,0,0,0,0,0,0,3
train/images/santa-rosa-wildfire_00000367_pre_disaster.png,train/masks/santa-rosa-wildfire_00000367_pre_disaster.png,train,santa-rosa-wildfire_00000367_pre_disaster,santa-rosa-wildfire,367,pre,234194,0,0,0,177,0,0,0,0
train/images/hurricane-michael_00000368_pre_disaster.png,train/masks/hurricane-michael_00000368_pre_disaster.png,train,hurricane-michael_00000368_pre_disaster,hurricane-michael,368,pre,123320,0,0,0,96,0,0,0,4
train/images/hurricane-harvey_00000368_pre_disaster.png,train/masks/hurricane-harvey_00000368_pre_disaster.png,train,hurricane-harvey_00000368_pre_disaster,hurricane-harvey,368,pre,97144,0,0,0,40,0,0,0,3
train/images/midwest-flooding_00000370_pre_disaster.png,train/masks/midwest-flooding_00000370_pre_disaster.png,train,midwest-flooding_00000370_pre_disaster,midwest-flooding,370,pre,7456,0,0,0,17,0,0,0,3
train/images/hurricane-harvey_00000370_pre_disaster.png,train/masks/hurricane-harvey_00000370_pre_disaster.png,train,hurricane-harvey_00000370_pre_disaster,hurricane-harvey,370,pre,290469,0,0,0,26,0,0,0,3
train/images/hurricane-michael_00000372_pre_disaster.png,train/masks/hurricane-michael_00000372_pre_disaster.png,train,hurricane-michael_00000372_pre_disaster,hurricane-michael,372,pre,43143,0,0,0,47,0,0,0,3
train/images/hurricane-michael_00000373_pre_disaster.png,train/masks/hurricane-michael_00000373_pre_disaster.png,train,hurricane-michael_00000373_pre_disaster,hurricane-michael,373,pre,1108,0,0,0,1,0,0,0,3
train/images/santa-rosa-wildfire_00000375_pre_disaster.png,train/masks/santa-rosa-wildfire_00000375_pre_disaster.png,train,santa-rosa-wildfire_00000375_pre_disaster,santa-rosa-wildfire,375,pre,205612,0,0,0,128,0,0,0,1
train/images/hurricane-michael_00000375_pre_disaster.png,train/masks/hurricane-michael_00000375_pre_disaster.png,train,hurricane-michael_00000375_pre_disaster,hurricane-michael,375,pre,0,0,0,0,0,0,0,0,3
train/images/hurricane-florence_00000375_pre_disaster.png,train/masks/hurricane-florence_00000375_pre_disaster.png,train,hurricane-florence_00000375_pre_disaster,hurricane-florence,375,pre,6793,0,0,0,3,0,0,0,3
train/images/hurricane-harvey_00000377_pre_disaster.png,train/masks/hurricane-harvey_00000377_pre_disaster.png,train,hurricane-harvey_00000377_pre_disaster,hurricane-harvey,377,pre,208692,0,0,0,54,0,0,0,3
train/images/hurricane-florence_00000377_pre_disaster.png,train/masks/hurricane-florence_00000377_pre_disaster.png,train,hurricane-florence_00000377_pre_disaster,hurricane-florence,377,pre,70957,0,0,0,81,0,0,0,4
train/images/hurricane-harvey_00000378_pre_disaster.png,train/masks/hurricane-harvey_00000378_pre_disaster.png,train,hurricane-harvey_00000378_pre_disaster,hurricane-harvey,378,pre,192674,0,0,0,158,0,0,0,4
train/images/hurricane-florence_00000378_pre_disaster.png,train/masks/hurricane-florence_00000378_pre_disaster.png,train,hurricane-florence_00000378_pre_disaster,hurricane-florence,378,pre,4093,0,0,0,4,0,0,0,3
train/images/hurricane-michael_00000378_pre_disaster.png,train/masks/hurricane-michael_00000378_pre_disaster.png,train,hurricane-michael_00000378_pre_disaster,hurricane-michael,378,pre,30418,0,0,0,41,0,0,0,1
train/images/hurricane-matthew_00000378_pre_disaster.png,train/masks/hurricane-matthew_00000378_pre_disaster.png,train,hurricane-matthew_00000378_pre_disaster,hurricane-matthew,378,pre,0,0,0,0,0,0,0,0,0
train/images/socal-fire_00000379_pre_disaster.png,train/masks/socal-fire_00000379_pre_disaster.png,train,socal-fire_00000379_pre_disaster,socal-fire,379,pre,17870,0,0,0,33,0,0,0,2
train/images/socal-fire_00000381_pre_disaster.png,train/masks/socal-fire_00000381_pre_disaster.png,train,socal-fire_00000381_pre_disaster,socal-fire,381,pre,10146,0,0,0,14,0,0,0,2
train/images/midwest-flooding_00000382_pre_disaster.png,train/masks/midwest-flooding_00000382_pre_disaster.png,train,midwest-flooding_00000382_pre_disaster,midwest-flooding,382,pre,7173,0,0,0,7,0,0,0,4
train/images/hurricane-matthew_00000382_pre_disaster.png,train/masks/hurricane-matthew_00000382_pre_disaster.png,train,hurricane-matthew_00000382_pre_disaster,hurricane-matthew,382,pre,18778,0,0,0,40,0,0,0,3
train/images/hurricane-matthew_00000383_pre_disaster.png,train/masks/hurricane-matthew_00000383_pre_disaster.png,train,hurricane-matthew_00000383_pre_disaster,hurricane-matthew,383,pre,17598,0,0,0,55,0,0,0,2
train/images/hurricane-florence_00000384_pre_disaster.png,train/masks/hurricane-florence_00000384_pre_disaster.png,train,hurricane-florence_00000384_pre_disaster,hurricane-florence,384,pre,32537,0,0,0,41,0,0,0,0
train/images/hurricane-michael_00000384_pre_disaster.png,train/masks/hurricane-michael_00000384_pre_disaster.png,train,hurricane-michael_00000384_pre_disaster,hurricane-michael,384,pre,0,0,0,0,0,0,0,0,3
train/images/hurricane-michael_00000385_pre_disaster.png,train/masks/hurricane-michael_00000385_pre_disaster.png,train,hurricane-michael_00000385_pre_disaster,hurricane-michael,385,pre,28240,0,0,0,7,0,0,0,0
train/images/hurricane-florence_00000386_pre_disaster.png,train/masks/hurricane-florence_00000386_pre_disaster.png,train,hurricane-florence_00000386_pre_disaster,hurricane-florence,386,pre,4709,0,0,0,8,0,0,0,2
train/images/hurricane-michael_00000390_pre_disaster.png,train/masks/hurricane-michael_00000390_pre_disaster.png,train,hurricane-michael_00000390_pre_disaster,hurricane-michael,390,pre,0,0,0,0,0,0,0,0,3
train/images/hurricane-harvey_00000390_pre_disaster.png,train/masks/hurricane-harvey_00000390_pre_disaster.png,train,hurricane-harvey_00000390_pre_disaster,hurricane-harvey,390,pre,340204,0,0,0,98,0,0,0,2
train/images/socal-fire_00000390_pre_disaster.png,train/masks/socal-fire_00000390_pre_disaster.png,train,socal-fire_00000390_pre_disaster,socal-fire,390,pre,0,0,0,0,0,0,0,0,1
train/images/socal-fire_00000393_pre_disaster.png,train/masks/socal-fire_00000393_pre_disaster.png,train,socal-fire_00000393_pre_disaster,socal-fire,393,pre,0,0,0,0,0,0,0,0,3
train/images/hurricane-matthew_00000394_pre_disaster.png,train/masks/hurricane-matthew_00000394_pre_disaster.png,train,hurricane-matthew_00000394_pre_disaster,hurricane-matthew,394,pre,345,0,0,0,1,0,0,0,2
train/images/hurricane-harvey_00000394_pre_disaster.png,train/masks/hurricane-harvey_00000394_pre_disaster.png,train,hurricane-harvey_00000394_pre_disaster,hurricane-harvey,394,pre,146311,0,0,0,140,0,0,0,0
train/images/socal-fire_00000394_pre_disaster.png,train/masks/socal-fire_00000394_pre_disaster.png,train,socal-fire_00000394_pre_disaster,socal-fire,394,pre,0,0,0,0,0,0,0,0,0
train/images/hurricane-michael_00000395_pre_disaster.png,train/masks/hurricane-michael_00000395_pre_disaster.png,train,hurricane-michael_00000395_pre_disaster,hurricane-michael,395,pre,220,0,0,0,1,0,0,0,3
train/images/hurricane-matthew_00000395_pre_disaster.png,train/masks/hurricane-matthew_00000395_pre_disaster.png,train,hurricane-matthew_00000395_pre_disaster,hurricane-matthew,395,pre,61616,0,0,0,68,0,0,0,0
train/images/midwest-flooding_00000396_pre_disaster.png,train/masks/midwest-flooding_00000396_pre_disaster.png,train,midwest-flooding_00000396_pre_disaster,midwest-flooding,396,pre,4544,0,0,0,9,0,0,0,4
train/images/socal-fire_00000396_pre_disaster.png,train/masks/socal-fire_00000396_pre_disaster.png,train,socal-fire_00000396_pre_disaster,socal-fire,396,pre,455,0,0,0,4,0,0,0,1
train/images/hurricane-florence_00000396_pre_disaster.png,train/masks/hurricane-florence_00000396_pre_disaster.png,train,hurricane-florence_00000396_pre_disaster,hurricane-florence,396,pre,6163,0,0,0,10,0,0,0,3
train/images/hurricane-matthew_00000396_pre_disaster.png,train/masks/hurricane-matthew_00000396_pre_disaster.png,train,hurricane-matthew_00000396_pre_disaster,hurricane-matthew,396,pre,22887,0,0,0,62,0,0,0,2
train/images/hurricane-matthew_00000397_pre_disaster.png,train/masks/hurricane-matthew_00000397_pre_disaster.png,train,hurricane-matthew_00000397_pre_disaster,hurricane-matthew,397,pre,0,0,0,0,0,0,0,0,0
train/images/hurricane-michael_00000397_pre_disaster.png,train/masks/hurricane-michael_00000397_pre_disaster.png,train,hurricane-michael_00000397_pre_disaster,hurricane-michael,397,pre,34133,0,0,0,24,0,0,0,1
train/images/hurricane-michael_00000398_pre_disaster.png,train/masks/hurricane-michael_00000398_pre_disaster.png,train,hurricane-michael_00000398_pre_disaster,hurricane-michael,398,pre,5429,0,0,0,9,0,0,0,0
train/images/hurricane-michael_00000399_pre_disaster.png,train/masks/hurricane-michael_00000399_pre_disaster.png,train,hurricane-michael_00000399_pre_disaster,hurricane-michael,399,pre,230348,0,0,0,194,0,0,0,4
train/images/hurricane-florence_00000400_pre_disaster.png,train/masks/hurricane-florence_00000400_pre_disaster.png,train,hurricane-florence_00000400_pre_disaster,hurricane-florence,400,pre,6737,0,0,0,11,0,0,0,3
train/images/hurricane-harvey_00000407_pre_disaster.png,train/masks/hurricane-harvey_00000407_pre_disaster.png,train,hurricane-harvey_00000407_pre_disaster,hurricane-harvey,407,pre,156312,0,0,0,34,0,0,0,2
train/images/midwest-flooding_00000409_pre_disaster.png,train/masks/midwest-flooding_00000409_pre_disaster.png,train,midwest-flooding_00000409_pre_disaster,midwest-flooding,409,pre,12696,0,0,0,22,0,0,0,0
train/images/midwest-flooding_00000412_pre_disaster.png,train/masks/midwest-flooding_00000412_pre_disaster.png,train,midwest-flooding_00000412_pre_disaster,midwest-flooding,412,pre,19322,0,0,0,27,0,0,0,4
train/images/midwest-flooding_00000413_pre_disaster.png,train/masks/midwest-flooding_00000413_pre_disaster.png,train,midwest-flooding_00000413_pre_disaster,midwest-flooding,413,pre,9010,0,0,0,10,0,0,0,1
train/images/hurricane-michael_00000414_pre_disaster.png,train/masks/hurricane-michael_00000414_pre_disaster.png,train,hurricane-michael_00000414_pre_disaster,hurricane-michael,414,pre,71894,0,0,0,29,0,0,0,4
train/images/socal-fire_00000414_pre_disaster.png,train/masks/socal-fire_00000414_pre_disaster.png,train,socal-fire_00000414_pre_disaster,socal-fire,414,pre,22856,0,0,0,31,0,0,0,1
train/images/midwest-flooding_00000414_pre_disaster.png,train/masks/midwest-flooding_00000414_pre_disaster.png,train,midwest-flooding_00000414_pre_disaster,midwest-flooding,414,pre,1467,0,0,0,3,0,0,0,4
train/images/hurricane-harvey_00000415_pre_disaster.png,train/masks/hurricane-harvey_00000415_pre_disaster.png,train,hurricane-harvey_00000415_pre_disaster,hurricane-harvey,415,pre,260166,0,0,0,169,0,0,0,3
train/images/hurricane-florence_00000415_pre_disaster.png,train/masks/hurricane-florence_00000415_pre_disaster.png,train,hurricane-florence_00000415_pre_disaster,hurricane-florence,415,pre,5142,0,0,0,4,0,0,0,4
train/images/socal-fire_00000416_pre_disaster.png,train/masks/socal-fire_00000416_pre_disaster.png,train,socal-fire_00000416_pre_disaster,socal-fire,416,pre,0,0,0,0,0,0,0,0,1
train/images/hurricane-harvey_00000416_pre_disaster.png,train/masks/hurricane-harvey_00000416_pre_disaster.png,train,hurricane-harvey_00000416_pre_disaster,hurricane-harvey,416,pre,124150,0,0,0,71,0,0,0,2
train/images/hurricane-florence_00000417_pre_disaster.png,train/masks/hurricane-florence_00000417_pre_disaster.png,train,hurricane-florence_00000417_pre_disaster,hurricane-florence,417,pre,33292,0,0,0,30,0,0,0,0
train/images/hurricane-michael_00000418_pre_disaster.png,train/masks/hurricane-michael_00000418_pre_disaster.png,train,hurricane-michael_00000418_pre_disaster,hurricane-michael,418,pre,68664,0,0,0,42,0,0,0,3
train/images/socal-fire_00000419_pre_disaster.png,train/masks/socal-fire_00000419_pre_disaster.png,train,socal-fire_00000419_pre_disaster,socal-fire,419,pre,0,0,0,0,0,0,0,0,0
train/images/hurricane-michael_00000420_pre_disaster.png,train/masks/hurricane-michael_00000420_pre_disaster.png,train,hurricane-michael_00000420_pre_disaster,hurricane-michael,420,pre,58011,0,0,0,72,0,0,0,1
train/images/midwest-flooding_00000420_pre_disaster.png,train/masks/midwest-flooding_00000420_pre_disaster.png,train,midwest-flooding_00000420_pre_disaster,midwest-flooding,420,pre,14981,0,0,0,24,0,0,0,4
train/images/hurricane-harvey_00000420_pre_disaster.png,train/masks/hurricane-harvey_00000420_pre_disaster.png,train,hurricane-harvey_00000420_pre_disaster,hurricane-harvey,420,pre,184314,0,0,0,40,0,0,0,1
train/images/midwest-flooding_00000421_pre_disaster.png,train/masks/midwest-flooding_00000421_pre_disaster.png,train,midwest-flooding_00000421_pre_disaster,midwest-flooding,421,pre,2373,0,0,0,3,0,0,0,4
train/images/hurricane-florence_00000421_pre_disaster.png,train/masks/hurricane-florence_00000421_pre_disaster.png,train,hurricane-florence_00000421_pre_disaster,hurricane-florence,421,pre,42459,0,0,0,21,0,0,0,1
train/images/hurricane-harvey_00000424_pre_disaster.png,train/masks/hurricane-harvey_00000424_pre_disaster.png,train,hurricane-harvey_00000424_pre_disaster,hurricane-harvey,424,pre,237353,0,0,0,114,0,0,0,1
train/images/socal-fire_00000425_pre_disaster.png,train/masks/socal-fire_00000425_pre_disaster.png,train,socal-fire_00000425_pre_disaster,socal-fire,425,pre,276,0,0,0,1,0,0,0,1
train/images/socal-fire_00000426_pre_disaster.png,train/masks/socal-fire_00000426_pre_disaster.png,train,socal-fire_00000426_pre_disaster,socal-fire,426,pre,4708,0,0,0,9,0,0,0,4
train/images/hurricane-michael_00000426_pre_disaster.png,train/masks/hurricane-michael_00000426_pre_disaster.png,train,hurricane-michael_00000426_pre_disaster,hurricane-michael,426,pre,101326,0,0,0,82,0,0,0,3
train/images/midwest-flooding_00000428_pre_disaster.png,train/masks/midwest-flooding_00000428_pre_disaster.png,train,midwest-flooding_00000428_pre_disaster,midwest-flooding,428,pre,12041,0,0,0,15,0,0,0,2
train/images/hurricane-michael_00000428_pre_disaster.png,train/masks/hurricane-michael_00000428_pre_disaster.png,train,hurricane-michael_00000428_pre_disaster,hurricane-michael,428,pre,135143,0,0,0,90,0,0,0,3
train/images/hurricane-harvey_00000428_pre_disaster.png,train/masks/hurricane-harvey_00000428_pre_disaster.png,train,hurricane-harvey_00000428_pre_disaster,hurricane-harvey,428,pre,168541,0,0,0,35,0,0,0,2
train/images/hurricane-michael_00000429_pre_disaster.png,train/masks/hurricane-michael_00000429_pre_disaster.png,train,hurricane-michael_00000429_pre_disaster,hurricane-michael,429,pre,90975,0,0,0,52,0,0,0,0
train/images/socal-fire_00000431_pre_disaster.png,train/masks/socal-fire_00000431_pre_disaster.png,train,socal-fire_00000431_pre_disaster,socal-fire,431,pre,40430,0,0,0,37,0,0,0,2
train/images/hurricane-michael_00000431_pre_disaster.png,train/masks/hurricane-michael_00000431_pre_disaster.png,train,hurricane-michael_00000431_pre_disaster,hurricane-michael,431,pre,89588,0,0,0,92,0,0,0,3
train/images/midwest-flooding_00000432_pre_disaster.png,train/masks/midwest-flooding_00000432_pre_disaster.png,train,midwest-flooding_00000432_pre_disaster,midwest-flooding,432,pre,286,0,0,0,1,0,0,0,4
