image_fname,mask_fname,folder,image_id,event_name,sample_id,event_type,non_damaged_pixels,light_damaged_pixels,medium_damaged_pixels,destroyed_pixels,non_damaged_buildings,light_damaged_buildings,medium_damaged_buildings,destroyed_buildings
train/images/hurricane-harvey_00000179_pre_disaster.png,train/masks/hurricane-harvey_00000179_pre_disaster.png,train,hurricane-harvey_00000179_pre_disaster,hurricane-harvey,00000179,pre,289548,0,0,0,239,0,0,0
train/images/hurricane-harvey_00000182_post_disaster.png,train/masks/hurricane-harvey_00000182_post_disaster.png,train,hurricane-harvey_00000182_post_disaster,hurricane-harvey,00000182,post,0,0,0,1249,0,0,0,3
train/images/hurricane-harvey_00000182_pre_disaster.png,train/masks/hurricane-harvey_00000182_pre_disaster.png,train,hurricane-harvey_00000182_pre_disaster,hurricane-harvey,00000182,pre,1276,0,0,0,3,0,0,0
train/images/hurricane-harvey_00000185_post_disaster.png,train/masks/hurricane-harvey_00000185_post_disaster.png,train,hurricane-harvey_00000185_post_disaster,hurricane-harvey,00000185,post,0,0,3246,0,0,0,4,0
train/images/hurricane-harvey_00000185_pre_disaster.png,train/masks/hurricane-harvey_00000185_pre_disaster.png,train,hurricane-harvey_00000185_pre_disaster,hurricane-harvey,00000185,pre,3246,0,0,0,4,0,0,0
train/images/hurricane-harvey_00000186_post_disaster.png,train/masks/hurricane-harvey_00000186_post_disaster.png,train,hurricane-harvey_00000186_post_disaster,hurricane-harvey,00000186,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000186_pre_disaster.png,train/masks/hurricane-harvey_00000186_pre_disaster.png,train,hurricane-harvey_00000186_pre_disaster,hurricane-harvey,00000186,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000191_post_disaster.png,train/masks/hurricane-harvey_00000191_post_disaster.png,train,hurricane-harvey_00000191_post_disaster,hurricane-harvey,00000191,post,214703,0,0,0,145,0,0,0
train/images/hurricane-harvey_00000191_pre_disaster.png,train/masks/hurricane-harvey_00000191_pre_disaster.png,train,hurricane-harvey_00000191_pre_disaster,hurricane-harvey,00000191,pre,215093,0,0,0,145,0,0,0
train/images/hurricane-harvey_00000192_post_disaster.png,train/masks/hurricane-harvey_00000192_post_disaster.png,train,hurricane-harvey_00000192_post_disaster,hurricane-harvey,00000192,post,14904,0,0,0,11,0,0,0
train/images/hurricane-harvey_00000192_pre_disaster.png,train/masks/hurricane-harvey_00000192_pre_disaster.png,train,hurricane-harvey_00000192_pre_disaster,hurricane-harvey,00000192,pre,14904,0,0,0,11,0,0,0
train/images/hurricane-harvey_00000202_post_disaster.png,train/masks/hurricane-harvey_00000202_post_disaster.png,train,hurricane-harvey_00000202_post_disaster,hurricane-harvey,00000202,post,0,108160,112538,0,0,46,37,0
train/images/hurricane-harvey_00000202_pre_disaster.png,train/masks/hurricane-harvey_00000202_pre_disaster.png,train,hurricane-harvey_00000202_pre_disaster,hurricane-harvey,00000202,pre,220955,0,0,0,83,0,0,0
train/images/hurricane-harvey_00000211_post_disaster.png,train/masks/hurricane-harvey_00000211_post_disaster.png,train,hurricane-harvey_00000211_post_disaster,hurricane-harvey,00000211,post,6797,0,0,0,2,0,0,0
train/images/hurricane-harvey_00000211_pre_disaster.png,train/masks/hurricane-harvey_00000211_pre_disaster.png,train,hurricane-harvey_00000211_pre_disaster,hurricane-harvey,00000211,pre,7089,0,0,0,2,0,0,0
train/images/hurricane-harvey_00000223_post_disaster.png,train/masks/hurricane-harvey_00000223_post_disaster.png,train,hurricane-harvey_00000223_post_disaster,hurricane-harvey,00000223,post,261992,0,0,0,188,0,0,0
train/images/hurricane-harvey_00000223_pre_disaster.png,train/masks/hurricane-harvey_00000223_pre_disaster.png,train,hurricane-harvey_00000223_pre_disaster,hurricane-harvey,00000223,pre,262776,0,0,0,188,0,0,0
train/images/hurricane-harvey_00000225_post_disaster.png,train/masks/hurricane-harvey_00000225_post_disaster.png,train,hurricane-harvey_00000225_post_disaster,hurricane-harvey,00000225,post,3081,0,16106,0,8,0,37,0
train/images/hurricane-harvey_00000225_pre_disaster.png,train/masks/hurricane-harvey_00000225_pre_disaster.png,train,hurricane-harvey_00000225_pre_disaster,hurricane-harvey,00000225,pre,19187,0,0,0,44,0,0,0
train/images/hurricane-harvey_00000227_post_disaster.png,train/masks/hurricane-harvey_00000227_post_disaster.png,train,hurricane-harvey_00000227_post_disaster,hurricane-harvey,00000227,post,212,217,0,0,1,2,0,0
train/images/hurricane-harvey_00000227_pre_disaster.png,train/masks/hurricane-harvey_00000227_pre_disaster.png,train,hurricane-harvey_00000227_pre_disaster,hurricane-harvey,00000227,pre,429,0,0,0,3,0,0,0
train/images/hurricane-harvey_00000230_post_disaster.png,train/masks/hurricane-harvey_00000230_post_disaster.png,train,hurricane-harvey_00000230_post_disaster,hurricane-harvey,00000230,post,24382,0,0,0,11,0,0,0
train/images/hurricane-harvey_00000230_pre_disaster.png,train/masks/hurricane-harvey_00000230_pre_disaster.png,train,hurricane-harvey_00000230_pre_disaster,hurricane-harvey,00000230,pre,24575,0,0,0,11,0,0,0
train/images/hurricane-harvey_00000246_post_disaster.png,train/masks/hurricane-harvey_00000246_post_disaster.png,train,hurricane-harvey_00000246_post_disaster,hurricane-harvey,00000246,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000246_pre_disaster.png,train/masks/hurricane-harvey_00000246_pre_disaster.png,train,hurricane-harvey_00000246_pre_disaster,hurricane-harvey,00000246,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000250_post_disaster.png,train/masks/hurricane-harvey_00000250_post_disaster.png,train,hurricane-harvey_00000250_post_disaster,hurricane-harvey,00000250,post,161245,0,0,0,118,0,0,0
train/images/hurricane-harvey_00000250_pre_disaster.png,train/masks/hurricane-harvey_00000250_pre_disaster.png,train,hurricane-harvey_00000250_pre_disaster,hurricane-harvey,00000250,pre,161300,0,0,0,118,0,0,0
train/images/hurricane-harvey_00000252_post_disaster.png,train/masks/hurricane-harvey_00000252_post_disaster.png,train,hurricane-harvey_00000252_post_disaster,hurricane-harvey,00000252,post,75638,12005,4079,0,46,6,2,0
train/images/hurricane-harvey_00000252_pre_disaster.png,train/masks/hurricane-harvey_00000252_pre_disaster.png,train,hurricane-harvey_00000252_pre_disaster,hurricane-harvey,00000252,pre,91803,0,0,0,51,0,0,0
train/images/hurricane-harvey_00000254_post_disaster.png,train/masks/hurricane-harvey_00000254_post_disaster.png,train,hurricane-harvey_00000254_post_disaster,hurricane-harvey,00000254,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000254_pre_disaster.png,train/masks/hurricane-harvey_00000254_pre_disaster.png,train,hurricane-harvey_00000254_pre_disaster,hurricane-harvey,00000254,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000259_post_disaster.png,train/masks/hurricane-harvey_00000259_post_disaster.png,train,hurricane-harvey_00000259_post_disaster,hurricane-harvey,00000259,post,0,85,0,0,0,1,0,0
train/images/hurricane-harvey_00000259_pre_disaster.png,train/masks/hurricane-harvey_00000259_pre_disaster.png,train,hurricane-harvey_00000259_pre_disaster,hurricane-harvey,00000259,pre,85,0,0,0,1,0,0,0
train/images/hurricane-harvey_00000276_post_disaster.png,train/masks/hurricane-harvey_00000276_post_disaster.png,train,hurricane-harvey_00000276_post_disaster,hurricane-harvey,00000276,post,0,612,2358,0,0,1,6,0
train/images/hurricane-harvey_00000276_pre_disaster.png,train/masks/hurricane-harvey_00000276_pre_disaster.png,train,hurricane-harvey_00000276_pre_disaster,hurricane-harvey,00000276,pre,2970,0,0,0,7,0,0,0
train/images/hurricane-harvey_00000283_post_disaster.png,train/masks/hurricane-harvey_00000283_post_disaster.png,train,hurricane-harvey_00000283_post_disaster,hurricane-harvey,00000283,post,0,0,463,651,0,0,1,1
train/images/hurricane-harvey_00000283_pre_disaster.png,train/masks/hurricane-harvey_00000283_pre_disaster.png,train,hurricane-harvey_00000283_pre_disaster,hurricane-harvey,00000283,pre,1114,0,0,0,2,0,0,0
train/images/hurricane-harvey_00000287_post_disaster.png,train/masks/hurricane-harvey_00000287_post_disaster.png,train,hurricane-harvey_00000287_post_disaster,hurricane-harvey,00000287,post,116849,0,0,0,43,0,0,0
train/images/hurricane-harvey_00000287_pre_disaster.png,train/masks/hurricane-harvey_00000287_pre_disaster.png,train,hurricane-harvey_00000287_pre_disaster,hurricane-harvey,00000287,pre,116931,0,0,0,43,0,0,0
train/images/hurricane-harvey_00000294_post_disaster.png,train/masks/hurricane-harvey_00000294_post_disaster.png,train,hurricane-harvey_00000294_post_disaster,hurricane-harvey,00000294,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000294_pre_disaster.png,train/masks/hurricane-harvey_00000294_pre_disaster.png,train,hurricane-harvey_00000294_pre_disaster,hurricane-harvey,00000294,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000297_post_disaster.png,train/masks/hurricane-harvey_00000297_post_disaster.png,train,hurricane-harvey_00000297_post_disaster,hurricane-harvey,00000297,post,173814,0,0,0,91,0,0,0
train/images/hurricane-harvey_00000297_pre_disaster.png,train/masks/hurricane-harvey_00000297_pre_disaster.png,train,hurricane-harvey_00000297_pre_disaster,hurricane-harvey,00000297,pre,173984,0,0,0,91,0,0,0
train/images/hurricane-harvey_00000298_post_disaster.png,train/masks/hurricane-harvey_00000298_post_disaster.png,train,hurricane-harvey_00000298_post_disaster,hurricane-harvey,00000298,post,0,0,0,189,0,0,0,1
train/images/hurricane-harvey_00000298_pre_disaster.png,train/masks/hurricane-harvey_00000298_pre_disaster.png,train,hurricane-harvey_00000298_pre_disaster,hurricane-harvey,00000298,pre,189,0,0,0,1,0,0,0
train/images/hurricane-harvey_00000301_post_disaster.png,train/masks/hurricane-harvey_00000301_post_disaster.png,train,hurricane-harvey_00000301_post_disaster,hurricane-harvey,00000301,post,0,0,3456,0,0,0,7,0
train/images/hurricane-harvey_00000301_pre_disaster.png,train/masks/hurricane-harvey_00000301_pre_disaster.png,train,hurricane-harvey_00000301_pre_disaster,hurricane-harvey,00000301,pre,3498,0,0,0,7,0,0,0
train/images/hurricane-harvey_00000303_post_disaster.png,train/masks/hurricane-harvey_00000303_post_disaster.png,train,hurricane-harvey_00000303_post_disaster,hurricane-harvey,00000303,post,13162,3544,186,300,8,5,1,1
train/images/hurricane-harvey_00000303_pre_disaster.png,train/masks/hurricane-harvey_00000303_pre_disaster.png,train,hurricane-harvey_00000303_pre_disaster,hurricane-harvey,00000303,pre,17239,0,0,0,15,0,0,0
train/images/hurricane-harvey_00000304_post_disaster.png,train/masks/hurricane-harvey_00000304_post_disaster.png,train,hurricane-harvey_00000304_post_disaster,hurricane-harvey,00000304,post,0,0,5068,0,0,0,13,0
train/images/hurricane-harvey_00000304_pre_disaster.png,train/masks/hurricane-harvey_00000304_pre_disaster.png,train,hurricane-harvey_00000304_pre_disaster,hurricane-harvey,00000304,pre,5068,0,0,0,13,0,0,0
train/images/hurricane-harvey_00000305_post_disaster.png,train/masks/hurricane-harvey_00000305_post_disaster.png,train,hurricane-harvey_00000305_post_disaster,hurricane-harvey,00000305,post,16611,0,0,0,7,0,0,0
train/images/hurricane-harvey_00000305_pre_disaster.png,train/masks/hurricane-harvey_00000305_pre_disaster.png,train,hurricane-harvey_00000305_pre_disaster,hurricane-harvey,00000305,pre,16640,0,0,0,7,0,0,0
train/images/hurricane-harvey_00000308_post_disaster.png,train/masks/hurricane-harvey_00000308_post_disaster.png,train,hurricane-harvey_00000308_post_disaster,hurricane-harvey,00000308,post,0,0,851,0,0,0,4,0
train/images/hurricane-harvey_00000308_pre_disaster.png,train/masks/hurricane-harvey_00000308_pre_disaster.png,train,hurricane-harvey_00000308_pre_disaster,hurricane-harvey,00000308,pre,851,0,0,0,4,0,0,0
train/images/hurricane-harvey_00000310_post_disaster.png,train/masks/hurricane-harvey_00000310_post_disaster.png,train,hurricane-harvey_00000310_post_disaster,hurricane-harvey,00000310,post,0,0,1244,0,0,0,5,0
train/images/hurricane-harvey_00000310_pre_disaster.png,train/masks/hurricane-harvey_00000310_pre_disaster.png,train,hurricane-harvey_00000310_pre_disaster,hurricane-harvey,00000310,pre,1244,0,0,0,5,0,0,0
train/images/hurricane-harvey_00000314_post_disaster.png,train/masks/hurricane-harvey_00000314_post_disaster.png,train,hurricane-harvey_00000314_post_disaster,hurricane-harvey,00000314,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000314_pre_disaster.png,train/masks/hurricane-harvey_00000314_pre_disaster.png,train,hurricane-harvey_00000314_pre_disaster,hurricane-harvey,00000314,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000324_post_disaster.png,train/masks/hurricane-harvey_00000324_post_disaster.png,train,hurricane-harvey_00000324_post_disaster,hurricane-harvey,00000324,post,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000324_pre_disaster.png,train/masks/hurricane-harvey_00000324_pre_disaster.png,train,hurricane-harvey_00000324_pre_disaster,hurricane-harvey,00000324,pre,0,0,0,0,0,0,0,0
train/images/hurricane-harvey_00000326_post_disaster.png,train/masks/hurricane-harvey_00000326_post_disaster.png,train,hurricane-harvey_00000326_post_disaster,hurricane-harvey,00000326,post,0,4237,7988,0,0,1,4,0
train/images/hurricane-harvey_00000326_pre_disaster.png,train/masks/hurricane-harvey_00000326_pre_disaster.png,train,hurricane-harvey_00000326_pre_disaster,hurricane-harvey,00000326,pre,12225,0,0,0,5,0,0,0
train/images/hurricane-harvey_00000328_post_disaster.png,train/masks/hurricane-harvey_00000328_post_disaster.png,train,hurricane-harvey_00000328_post_disaster,hurricane-harvey,00000328,post,23347,67661,4708,0,13,27,4,0
train/images/hurricane-harvey_00000328_pre_disaster.png,train/masks/hurricane-harvey_00000328_pre_disaster.png,train,hurricane-harvey_00000328_pre_disaster,hurricane-harvey,00000328,pre,95716,0,0,0,42,0,0,0
train/images/hurricane-harvey_00000331_post_disaster.png,train/masks/hurricane-harvey_00000331_post_disaster.png,train,hurricane-harvey_00000331_post_disaster,hurricane-harvey,00000331,post,0,0,1649,0,0,0,6,0
train/images/hurricane-harvey_00000331_pre_disaster.png,train/masks/hurricane-harvey_00000331_pre_disaster.png,train,hurricane-harvey_00000331_pre_disaster,hurricane-harvey,00000331,pre,1649,0,0,0,6,0,0,0
train/images/hurricane-harvey_00000339_post_disaster.png,train/masks/hurricane-harvey_00000339_post_disaster.png,train,hurricane-harvey_00000339_post_disaster,hurricane-harvey,00000339,post,0,0,3178,0,0,0,6,0
train/images/hurricane-harvey_00000339_pre_disaster.png,train/masks/hurricane-harvey_00000339_pre_disaster.png,train,hurricane-harvey_00000339_pre_disaster,hurricane-harvey,00000339,pre,3178,0,0,0,6,0,0,0
train/images/hurricane-harvey_00000340_post_disaster.png,train/masks/hurricane-harvey_00000340_post_disaster.png,train,hurricane-harvey_00000340_post_disaster,hurricane-harvey,00000340,post,152261,0,0,0,102,0,0,0
train/images/hurricane-harvey_00000340_pre_disaster.png,train/masks/hurricane-harvey_00000340_pre_disaster.png,train,hurricane-harvey_00000340_pre_disaster,hurricane-harvey,00000340,pre,152577,0,0,0,102,0,0,0
train/images/hurricane-harvey_00000341_post_disaster.png,train/masks/hurricane-harvey_00000341_post_disaster.png,train,hurricane-harvey_00000341_post_disaster,hurricane-harvey,00000341,post,1132,0,182,0,2,0,2,0
train/images/hurricane-harvey_00000341_pre_disaster.png,train/masks/hurricane-harvey_00000341_pre_disaster.png,train,hurricane-harvey_00000341_pre_disaster,hurricane-harvey,00000341,pre,1314,0,0,0,4,0,0,0
train/images/hurricane-harvey_00000342_post_disaster.png,train/masks/hurricane-harvey_00000342_post_disaster.png,train,hurricane-harvey_00000342_post_disaster,hurricane-harvey,00000342,post,0,0,129,0,0,0,2,0
train/images/hurricane-harvey_00000342_pre_disaster.png,train/masks/hurricane-harvey_00000342_pre_disaster.png,train,hurricane-harvey_00000342_pre_disaster,hurricane-harvey,00000342,pre,129,0,0,0,2,0,0,0
train/images/hurricane-harvey_00000353_post_disaster.png,train/masks/hurricane-harvey_00000353_post_disaster.png,train,hurricane-harvey_00000353_post_disaster,hurricane-harvey,00000353,post,0,85660,25922,299,0,62,22,1
train/images/hurricane-harvey_00000353_pre_disaster.png,train/masks/hurricane-harvey_00000353_pre_disaster.png,train,hurricane-harvey_00000353_pre_disaster,hurricane-harvey,00000353,pre,112072,0,0,0,85,0,0,0
train/images/hurricane-harvey_00000355_post_disaster.png,train/masks/hurricane-harvey_00000355_post_disaster.png,train,hurricane-harvey_00000355_post_disaster,hurricane-harvey,00000355,post,239485,0,0,0,133,0,0,0
train/images/hurricane-harvey_00000355_pre_disaster.png,train/masks/hurricane-harvey_00000355_pre_disaster.png,train,hurricane-harvey_00000355_pre_disaster,hurricane-harvey,00000355,pre,239977,0,0,0,133,0,0,0
train/images/hurricane-harvey_00000360_post_disaster.png,train/masks/hurricane-harvey_00000360_post_disaster.png,train,hurricane-harvey_00000360_post_disaster,hurricane-harvey,00000360,post,153872,76842,46296,0,102,44,25,0
train/images/hurricane-harvey_00000360_pre_disaster.png,train/masks/hurricane-harvey_00000360_pre_disaster.png,train,hurricane-harvey_00000360_pre_disaster,hurricane-harvey,00000360,pre,277862,0,0,0,171,0,0,0
train/images/hurricane-harvey_00000364_post_disaster.png,train/masks/hurricane-harvey_00000364_post_disaster.png,train,hurricane-harvey_00000364_post_disaster,hurricane-harvey,00000364,post,0,0,123938,37482,0,0,97,39
train/images/hurricane-harvey_00000364_pre_disaster.png,train/masks/hurricane-harvey_00000364_pre_disaster.png,train,hurricane-harvey_00000364_pre_disaster,hurricane-harvey,00000364,pre,161661,0,0,0,133,0,0,0
train/images/hurricane-harvey_00000368_post_disaster.png,train/masks/hurricane-harvey_00000368_post_disaster.png,train,hurricane-harvey_00000368_post_disaster,hurricane-harvey,00000368,post,0,2205,88936,5861,0,4,23,13
train/images/hurricane-harvey_00000368_pre_disaster.png,train/masks/hurricane-harvey_00000368_pre_disaster.png,train,hurricane-harvey_00000368_pre_disaster,hurricane-harvey,00000368,pre,97144,0,0,0,40,0,0,0
train/images/hurricane-harvey_00000370_post_disaster.png,train/masks/hurricane-harvey_00000370_post_disaster.png,train,hurricane-harvey_00000370_post_disaster,hurricane-harvey,00000370,post,290088,0,0,0,26,0,0,0
train/images/hurricane-harvey_00000370_pre_disaster.png,train/masks/hurricane-harvey_00000370_pre_disaster.png,train,hurricane-harvey_00000370_pre_disaster,hurricane-harvey,00000370,pre,290469,0,0,0,26,0,0,0
train/images/hurricane-harvey_00000377_post_disaster.png,train/masks/hurricane-harvey_00000377_post_disaster.png,train,hurricane-harvey_00000377_post_disaster,hurricane-harvey,00000377,post,3605,24409,172104,8173,2,9,41,4
train/images/hurricane-harvey_00000377_pre_disaster.png,train/masks/hurricane-harvey_00000377_pre_disaster.png,train,hurricane-harvey_00000377_pre_disaster,hurricane-harvey,00000377,pre,208692,0,0,0,54,0,0,0
train/images/hurricane-harvey_00000378_post_disaster.png,train/masks/hurricane-harvey_00000378_post_disaster.png,train,hurricane-harvey_00000378_post_disaster,hurricane-harvey,00000378,post,15370,93316,83236,0,17,83,58,0
train/images/hurricane-harvey_00000378_pre_disaster.png,train/masks/hurricane-harvey_00000378_pre_disaster.png,train,hurricane-harvey_00000378_pre_disaster,hurricane-harvey,00000378,pre,192674,0,0,0,158,0,0,0
train/images/hurricane-harvey_00000390_post_disaster.png,train/masks/hurricane-harvey_00000390_post_disaster.png,train,hurricane-harvey_00000390_post_disaster,hurricane-harvey,00000390,post,311244,22739,6040,0,88,9,2,0
train/images/hurricane-harvey_00000390_pre_disaster.png,train/masks/hurricane-harvey_00000390_pre_disaster.png,train,hurricane-harvey_00000390_pre_disaster,hurricane-harvey,00000390,pre,340204,0,0,0,98,0,0,0
train/images/hurricane-harvey_00000394_post_disaster.png,train/masks/hurricane-harvey_00000394_post_disaster.png,train,hurricane-harvey_00000394_post_disaster,hurricane-harvey,00000394,post,0,0,124714,21501,0,0,115,27
train/images/hurricane-harvey_00000394_pre_disaster.png,train/masks/hurricane-harvey_00000394_pre_disaster.png,train,hurricane-harvey_00000394_pre_disaster,hurricane-harvey,00000394,pre,146311,0,0,0,140,0,0,0
train/images/hurricane-harvey_00000407_post_disaster.png,train/masks/hurricane-harvey_00000407_post_disaster.png,train,hurricane-harvey_00000407_post_disaster,hurricane-harvey,00000407,post,155780,0,0,0,34,0,0,0
train/images/hurricane-harvey_00000407_pre_disaster.png,train/masks/hurricane-harvey_00000407_pre_disaster.png,train,hurricane-harvey_00000407_pre_disaster,hurricane-harvey,00000407,pre,156312,0,0,0,34,0,0,0
train/images/hurricane-harvey_00000415_post_disaster.png,train/masks/hurricane-harvey_00000415_post_disaster.png,train,hurricane-harvey_00000415_post_disaster,hurricane-harvey,00000415,post,50680,42671,166406,0,37,24,110,0
train/images/hurricane-harvey_00000415_pre_disaster.png,train/masks/hurricane-harvey_00000415_pre_disaster.png,train,hurricane-harvey_00000415_pre_disaster,hurricane-harvey,00000415,pre,260166,0,0,0,169,0,0,0
train/images/hurricane-harvey_00000416_post_disaster.png,train/masks/hurricane-harvey_00000416_post_disaster.png,train,hurricane-harvey_00000416_post_disaster,hurricane-harvey,00000416,post,10597,0,94303,18926,7,0,53,13
train/images/hurricane-harvey_00000416_pre_disaster.png,train/masks/hurricane-harvey_00000416_pre_disaster.png,train,hurricane-harvey_00000416_pre_disaster,hurricane-harvey,00000416,pre,124150,0,0,0,71,0,0,0
train/images/hurricane-harvey_00000420_post_disaster.png,train/masks/hurricane-harvey_00000420_post_disaster.png,train,hurricane-harvey_00000420_post_disaster,hurricane-harvey,00000420,post,183848,0,0,0,40,0,0,0
train/images/hurricane-harvey_00000420_pre_disaster.png,train/masks/hurricane-harvey_00000420_pre_disaster.png,train,hurricane-harvey_00000420_pre_disaster,hurricane-harvey,00000420,pre,184314,0,0,0,40,0,0,0
train/images/hurricane-harvey_00000424_post_disaster.png,train/masks/hurricane-harvey_00000424_post_disaster.png,train,hurricane-harvey_00000424_post_disaster,hurricane-harvey,00000424,post,144018,42090,50843,0,53,25,36,0
train/images/hurricane-harvey_00000424_pre_disaster.png,train/masks/hurricane-harvey_00000424_pre_disaster.png,train,hurricane-harvey_00000424_pre_disaster,hurricane-harvey,00000424,pre,237353,0,0,0,114,0,0,0
train/images/hurricane-harvey_00000428_post_disaster.png,train/masks/hurricane-harvey_00000428_post_disaster.png,train,hurricane-harvey_00000428_post_disaster,hurricane-harvey,00000428,post,167733,0,0,0,35,0,0,0
train/images/hurricane-harvey_00000428_pre_disaster.png,train/masks/hurricane-harvey_00000428_pre_disaster.png,train,hurricane-harvey_00000428_pre_disaster,hurricane-harvey,00000428,pre,168541,0,0,0,35,0,0,0
train/images/hurricane-harvey_00000441_post_disaster.png,train/masks/hurricane-harvey_00000441_post_disaster.png,train,hurricane-harvey_00000441_post_disaster,hurricane-harvey,00000441,post,218506,25007,0,0,63,12,0,0
train/images/hurricane-harvey_00000441_pre_disaster.png,train/masks/hurricane-harvey_00000441_pre_disaster.png,train,hurricane-harvey_00000441_pre_disaster,hurricane-harvey,00000441,pre,243584,0,0,0,75,0,0,0
train/images/hurricane-harvey_00000445_post_disaster.png,train/masks/hurricane-harvey_00000445_post_disaster.png,train,hurricane-harvey_00000445_post_disaster,hurricane-harvey,00000445,post,62046,49057,57397,0,51,33,36,0
train/images/hurricane-harvey_00000445_pre_disaster.png,train/masks/hurricane-harvey_00000445_pre_disaster.png,train,hurricane-harvey_00000445_pre_disaster,hurricane-harvey,00000445,pre,168601,0,0,0,120,0,0,0
train/images/hurricane-harvey_00000453_post_disaster.png,train/masks/hurricane-harvey_00000453_post_disaster.png,train,hurricane-harvey_00000453_post_disaster,hurricane-harvey,00000453,post,23292,15725,264406,0,9,3,98,0
train/images/hurricane-harvey_00000453_pre_disaster.png,train/masks/hurricane-harvey_00000453_pre_disaster.png,train,hurricane-harvey_00000453_pre_disaster,hurricane-harvey,00000453,pre,304266,0,0,0,110,0,0,0
train/images/hurricane-harvey_00000456_post_disaster.png,train/masks/hurricane-harvey_00000456_post_disaster.png,train,hurricane-harvey_00000456_post_disaster,hurricane-harvey,00000456,post,270740,0,0,0,131,0,0,0
train/images/hurricane-harvey_00000456_pre_disaster.png,train/masks/hurricane-harvey_00000456_pre_disaster.png,train,hurricane-harvey_00000456_pre_disaster,hurricane-harvey,00000456,pre,271616,0,0,0,131,0,0,0
train/images/hurricane-harvey_00000458_post_disaster.png,train/masks/hurricane-harvey_00000458_post_disaster.png,train,hurricane-harvey_00000458_post_disaster,hurricane-harvey,00000458,post,0,42257,84846,0,0,7,63,0
train/images/hurricane-harvey_00000458_pre_disaster.png,train/masks/hurricane-harvey_00000458_pre_disaster.png,train,hurricane-harvey_00000458_pre_disaster,hurricane-harvey,00000458,pre,127416,0,0,0,70,0,0,0
train/images/hurricane-harvey_00000460_post_disaster.png,train/masks/hurricane-harvey_00000460_post_disaster.png,train,hurricane-harvey_00000460_post_disaster,hurricane-harvey,00000460,post,350,0,333795,9445,1,0,99,7
train/images/hurricane-harvey_00000460_pre_disaster.png,train/masks/hurricane-harvey_00000460_pre_disaster.png,train,hurricane-harvey_00000460_pre_disaster,hurricane-harvey,00000460,pre,344290,0,0,0,107,0,0,0
train/images/hurricane-harvey_00000464_post_disaster.png,train/masks/hurricane-harvey_00000464_post_disaster.png,train,hurricane-harvey_00000464_post_disaster,hurricane-harvey,00000464,post,0,0,40176,0,0,0,10,0
train/images/hurricane-harvey_00000464_pre_disaster.png,train/masks/hurricane-harvey_00000464_pre_disaster.png,train,hurricane-harvey_00000464_pre_disaster,hurricane-harvey,00000464,pre,40462,0,0,0,10,0,0,0
train/images/hurricane-harvey_00000465_post_disaster.png,train/masks/hurricane-harvey_00000465_post_disaster.png,train,hurricane-harvey_00000465_post_disaster,hurricane-harvey,00000465,post,410868,0,0,0,171,0,0,0
train/images/hurricane-harvey_00000465_pre_disaster.png,train/masks/hurricane-harvey_00000465_pre_disaster.png,train,hurricane-harvey_00000465_pre_disaster,hurricane-harvey,00000465,pre,411677,0,0,0,171,0,0,0
train/images/hurricane-harvey_00000466_post_disaster.png,train/masks/hurricane-harvey_00000466_post_disaster.png,train,hurricane-harvey_00000466_post_disaster,hurricane-harvey,00000466,post,0,0,28451,0,0,0,12,0
train/images/hurricane-harvey_00000466_pre_disaster.png,train/masks/hurricane-harvey_00000466_pre_disaster.png,train,hurricane-harvey_00000466_pre_disaster,hurricane-harvey,00000466,pre,28597,0,0,0,12,0,0,0
train/images/hurricane-harvey_00000468_post_disaster.png,train/masks/hurricane-harvey_00000468_post_disaster.png,train,hurricane-harvey_00000468_post_disaster,hurricane-harvey,00000468,post,0,0,113739,2543,0,0,76,6
train/images/hurricane-harvey_00000468_pre_disaster.png,train/masks/hurricane-harvey_00000468_pre_disaster.png,train,hurricane-harvey_00000468_pre_disaster,hurricane-harvey,00000468,pre,116679,0,0,0,78,0,0,0
train/images/hurricane-harvey_00000476_post_disaster.png,train/masks/hurricane-harvey_00000476_post_disaster.png,train,hurricane-harvey_00000476_post_disaster,hurricane-harvey,00000476,post,0,3419,292599,2534,0,3,200,3
train/images/hurricane-harvey_00000476_pre_disaster.png,train/masks/hurricane-harvey_00000476_pre_disaster.png,train,hurricane-harvey_00000476_pre_disaster,hurricane-harvey,00000476,pre,298940,0,0,0,206,0,0,0
train/images/hurricane-harvey_00000479_post_disaster.png,train/masks/hurricane-harvey_00000479_post_disaster.png,train,hurricane-harvey_00000479_post_disaster,hurricane-harvey,00000479,post,37524,284962,0,0,24,189,0,0
